"","leg_id","full_name","first_name","middle_name","last_name","suffixes","nickname","active","state.x","chamber.x","district.x","party.x","photo_url","created_at","updated_at","type","term","committee_id","committee","subcommittee","start_date","end_date"
"94","TXL000462","Simmons, Ron","Ron","","Simmons","","",TRUE,"tx","lower",65,"Republican","http://www.house.state.tx.us/photos/members/2740.jpg","2013-01-09 00:29:36.394000","2017-06-01 10:38:26.588000","member",85,"","","",NA,""
"95","TXL000463","Springer, Drew","Drew","","Springer","","",TRUE,"tx","lower",68,"Republican","http://www.house.state.tx.us/photos/members/2745.jpg","2013-01-09 00:29:36.424000","2017-06-01 10:38:26.466000","member",85,"","","",NA,""
"96","TXL000464","Stephenson, Phil","Phil","","Stephenson","","",TRUE,"tx","lower",85,"Republican","http://www.house.state.tx.us/photos/members/2755.jpg","2013-01-09 00:29:36.432000","2017-06-01 10:38:26.619000","member",85,"","","",NA,""
"97","TXL000465","Stickland, Jonathan","Jonathan","","Stickland","","",TRUE,"tx","lower",92,"Republican","http://www.house.state.tx.us/photos/members/2765.jpg","2013-01-09 00:29:36.439000","2017-06-01 10:38:25.887000","member",85,"","","",NA,""
"98","TXL000466","Thompson, Ed","Ed","","Thompson","","",TRUE,"tx","lower",29,"Republican","http://www.house.state.tx.us/photos/members/2815.jpg","2013-01-09 00:29:36.470000","2017-06-01 10:38:26.344000","member",85,"","","",NA,""
"99","TXL000470","Villalba, Jason","Jason","","Villalba","","",TRUE,"tx","lower",114,"Republican","http://www.house.state.tx.us/photos/members/2855.jpg","2013-01-09 00:29:36.516000","2017-06-01 10:38:25.725000","member",85,"","","",NA,""
"100","TXL000472","Wu, Gene","Gene","","Wu","","",TRUE,"tx","lower",137,"Democratic","http://www.house.state.tx.us/photos/members/2865.jpg","2013-01-09 00:29:36.562000","2017-06-01 10:38:26.667000","member",85,"","","",NA,""
"101","TXL000475","Israel, Celia","Celia","","Israel","","",TRUE,"tx","lower",50,"Democratic","http://www.house.state.tx.us/photos/members/2415.jpg","2014-02-19 00:42:39.111000","2017-06-01 10:38:26.174000","member",85,"","","",NA,""
"102","TXL000480","Murr, Andrew","Andrew","","Murr","","",TRUE,"tx","lower",53,"Republican","http://www.house.state.tx.us/photos/members/2965.jpg","2015-01-14 00:53:27.352000","2017-06-01 10:35:57.508000","member",85,"","","",NA,""
"103","TXL000481","Wray, John","John","","Wray","","",TRUE,"tx","lower",10,"Republican","http://www.house.state.tx.us/photos/members/2890.jpg","2015-01-14 00:53:27.378000","2017-06-01 10:38:26.687000","member",85,"","","",NA,""
"104","TXL000484","Paul, Dennis","Dennis","","Paul","","",TRUE,"tx","lower",129,"Republican","http://www.house.state.tx.us/photos/members/3090.jpg","2015-01-14 00:53:27.442000","2017-06-01 10:38:26.524000","member",85,"","","",NA,""
"105","TXL000485","Keough, Mark","Mark","","Keough","","",TRUE,"tx","lower",15,"Republican","http://www.house.state.tx.us/photos/members/2895.jpg","2015-01-14 00:53:27.504000","2017-06-01 10:38:26.782000","member",85,"","","",NA,""
"106","TXL000490","Landgraf, Brooks","Brooks","","Landgraf","","",TRUE,"tx","lower",81,"Republican","http://www.house.state.tx.us/photos/members/3040.jpg","2015-01-14 00:53:27.597000","2017-06-01 10:38:26.582000","member",85,"","","",NA,""
"107","TXL000491","Koop, Linda","Linda","","Koop","","",TRUE,"tx","lower",102,"Republican","http://www.house.state.tx.us/photos/members/3070.jpg","2015-01-14 00:53:27.628000","2017-06-01 10:38:26.841000","member",85,"","","",NA,""
"108","TXL000493","Rinaldi, Matt","Matt","","Rinaldi","","",TRUE,"tx","lower",115,"Republican","http://www.house.state.tx.us/photos/members/3080.jpg","2015-01-14 00:53:27.677000","2017-06-01 10:38:26.514000","member",85,"","","",NA,""
"109","TXL000494","VanDeaver, Gary","Gary","","VanDeaver","","",TRUE,"tx","lower",1,"Republican","http://www.house.state.tx.us/photos/members/2540.jpg","2015-01-14 00:53:27.697000","2017-06-01 10:38:26.480000","member",85,"","","",NA,""
"110","TXL000495","Shaheen, Matt","Matt","","Shaheen","","",TRUE,"tx","lower",66,"Republican","http://www.house.state.tx.us/photos/members/2995.jpg","2015-01-14 00:53:27.729000","2017-06-01 10:38:26.790000","member",85,"","","",NA,""
"111","TXL000496","Phelan, Dade","Dade","","Phelan","","",TRUE,"tx","lower",21,"Republican","http://www.house.state.tx.us/photos/members/2905.jpg","2015-01-14 00:53:27.797000","2017-06-01 10:38:26.848000","member",85,"","","",NA,""
"112","TXL000497","Blanco, César","César","","Blanco","","",TRUE,"tx","lower",76,"Democratic","http://www.house.state.tx.us/photos/members/3015.jpg","2015-01-14 00:53:27.859000","2017-06-01 10:38:26.333000","member",85,"","","",NA,""
"113","TXL000499","Tinderholt, Tony","Tony","","Tinderholt","","",TRUE,"tx","lower",94,"Republican","http://www.house.state.tx.us/photos/members/3065.jpg","2015-01-14 00:53:27.889000","2017-06-01 10:38:26.063000","member",85,"","","",NA,""
"114","TXL000500","Burrows, Dustin","Dustin","","Burrows","","",TRUE,"tx","lower",83,"Republican","http://www.house.state.tx.us/photos/members/3055.jpg","2015-01-14 00:53:27.921000","2017-06-01 10:38:26.621000","member",85,"","","",NA,""
"115","TXL000502","Metcalf, Will","Will","","Metcalf","","",TRUE,"tx","lower",16,"Republican","http://www.house.state.tx.us/photos/members/2900.jpg","2015-01-14 00:53:27.951000","2017-06-01 10:38:26.683000","member",85,"","","",NA,""
"116","TXL000504","Meyer, Morgan","Morgan","","Meyer","","",TRUE,"tx","lower",108,"Republican","http://www.house.state.tx.us/photos/members/3075.jpg","2015-01-14 00:53:28.008000","2017-06-01 10:38:26.715000","member",85,"","","",NA,""
"117","TXL000506","Faircloth, Wayne","Wayne","","Faircloth","","",TRUE,"tx","lower",23,"Republican","http://www.house.state.tx.us/photos/members/2955.jpg","2015-01-14 00:53:28.093000","2017-06-01 10:38:26.549000","member",85,"","","",NA,""
"118","TXL000507","Burns, DeWayne","DeWayne","","Burns","","",TRUE,"tx","lower",58,"Republican","http://www.house.state.tx.us/photos/members/2975.jpg","2015-01-14 00:53:28.244000","2017-06-01 10:38:26.677000","member",85,"","","",NA,""
"119","TXL000509","Romero, Jr., Ramon","Jr., Ramon","","Romero","","",TRUE,"tx","lower",90,"Democratic","http://www.house.state.tx.us/photos/members/3060.jpg","2015-01-14 00:53:28.296000","2017-06-01 10:35:57.533000","member",85,"","","",NA,""
"120","TXL000510","Schofield, Mike","Mike","","Schofield","","",TRUE,"tx","lower",132,"Republican","http://www.house.state.tx.us/photos/members/3095.jpg","2015-01-14 00:53:28.314000","2017-06-01 10:38:26.237000","member",85,"","","",NA,""
"121","TXL000516","Cyrier, John P.","John P.","","Cyrier","","",TRUE,"tx","lower",17,"Republican","http://www.house.state.tx.us/photos/members/3125.jpg","2015-03-10 18:14:59.467000","2017-06-01 10:35:57.421000","member",85,"","","",NA,""
"122","TXL000517","Bernal, Diego M.","Diego M.","","Bernal","","",TRUE,"tx","lower",123,"Democratic","http://www.house.state.tx.us/photos/members/3110.jpg","2015-03-10 18:15:00.287000","2017-06-01 10:35:57.397000","member",85,"","","",NA,""
"123","TXL000519","Minjarez, Ina","Ina","","Minjarez","","",TRUE,"tx","lower",124,"Democratic","http://www.house.state.tx.us/photos/members/3135.jpg","2015-05-06 20:11:59.048000","2017-06-01 10:38:26.661000","member",85,"","","",NA,""
"124","TXL000672","Johnson, Jarvis","Jarvis","","Johnson","","",TRUE,"tx","lower",139,"Democratic","http://www.house.state.tx.us/photos/members/3185.jpg","2016-12-28 00:23:50.038000","2017-06-01 10:35:57.473000","member",85,"","","",NA,""
"125","TXL000673","Schubert, Leighton","Leighton","","Schubert","","",TRUE,"tx","lower",13,"Republican","http://www.house.state.tx.us/photos/members/3115.jpg","2016-12-28 00:23:50.202000","2017-06-01 10:38:26.321000","member",85,"","","",NA,""
"126","TXL000675","Lang, Mike","Mike","","Lang","","",TRUE,"tx","lower",60,"Republican","http://www.house.state.tx.us/photos/members/3530.jpg","2017-01-07 05:53:03.722000","2017-06-01 10:38:26.320000","member",85,"","","",NA,""
"127","TXL000676","Cortez, Philip","Philip","","Cortez","","",TRUE,"tx","lower",117,"Democratic","http://www.house.state.tx.us/photos/members/2365.jpg","2017-01-07 05:53:03.750000","2017-06-01 10:38:26.315000","member",85,"","","",NA,""
"128","TXL000677","Biedermann, Kyle","Kyle","","Biedermann","","",TRUE,"tx","lower",73,"Republican","http://www.house.state.tx.us/photos/members/3575.jpg","2017-01-07 05:53:03.785000","2017-06-01 10:38:26.231000","member",85,"","","",NA,""
"129","TXL000678","Wilson, Terry","Terry","","Wilson","","",TRUE,"tx","lower",20,"Republican","http://www.house.state.tx.us/photos/members/3525.jpg","2017-01-07 05:53:03.791000","2017-06-01 10:35:57.568000","member",85,"","","",NA,""
"130","TXL000679","Perez, Mary Ann","Mary Ann","","Perez","","",TRUE,"tx","lower",144,"Democratic","http://www.house.state.tx.us/photos/members/2535.jpg","2017-01-07 05:53:03.884000","2017-06-01 10:38:26.311000","member",85,"","","",NA,""
"131","TXL000680","Stucky, Lynn","Lynn","","Stucky","","",TRUE,"tx","lower",64,"Republican","http://www.house.state.tx.us/photos/members/3220.jpg","2017-01-07 05:53:03.905000","2017-06-01 10:38:26.516000","member",85,"","","",NA,""
"132","TXL000680","Stucky, Lynn","Lynn","","Stucky","","",TRUE,"tx","lower",64,"Republican","http://www.house.state.tx.us/photos/members/3220.jpg","2017-01-07 05:53:03.905000","2017-06-01 10:38:26.516000","member",85,"","","",NA,""
"133","TXL000681","Lambert, Stan","Stan","","Lambert","","",TRUE,"tx","lower",71,"Republican","http://www.house.state.tx.us/photos/members/3225.jpg","2017-01-07 05:53:03.927000","2017-06-01 10:38:25.850000","member",85,"","","",NA,""
"134","TXL000682","Ortega, Evelina """"Lina""""","Evelina """"Lina""""","","Ortega","","",TRUE,"tx","lower",77,"Democratic","http://www.house.state.tx.us/photos/members/3545.jpg","2017-01-07 05:53:03.952000","2017-06-01 10:38:26.786000","member",85,"","","",NA,""
"135","TXL000683","Arévalo, Diana","Diana","","Arévalo","","",TRUE,"tx","lower",116,"Democratic","http://www.house.state.tx.us/photos/members/3555.jpg","2017-01-07 05:53:03.970000","2017-06-01 10:38:26.361000","member",85,"","","",NA,""
"136","TXL000684","Neave, Victoria","Victoria","","Neave","","",TRUE,"tx","lower",107,"Democratic","http://www.house.state.tx.us/photos/members/3235.jpg","2017-01-07 05:53:03.976000","2017-06-01 10:38:25.883000","member",85,"","","",NA,""
"137","TXL000685","Shine, Hugh","Hugh","","Shine","","",TRUE,"tx","lower",55,"Republican","http://www.house.state.tx.us/photos/members/4455.jpg","2017-01-07 05:53:03.982000","2017-06-01 10:38:26.464000","member",85,"","","",NA,""
"138","TXL000686","Gervin-Hawkins, Barbara","Barbara","","Gervin-Hawkins","","",TRUE,"tx","lower",120,"Democratic","http://www.house.state.tx.us/photos/members/3445.jpg","2017-01-07 05:53:03.988000","2017-06-01 10:38:26.555000","member",85,"","","",NA,""
"139","TXL000687","Oliverson, Tom","Tom","","Oliverson","","",TRUE,"tx","lower",130,"Republican","http://www.house.state.tx.us/photos/members/3535.jpg","2017-01-07 05:53:04.024000","2017-06-01 10:38:26.138000","member",85,"","","",NA,""
"140","TXL000688","Roberts, Kevin","Kevin","","Roberts","","",TRUE,"tx","lower",126,"Republican","http://www.house.state.tx.us/photos/members/3255.jpg","2017-01-07 05:53:04.030000","2017-06-01 10:38:26.539000","member",85,"","","",NA,""
"141","TXL000689","Hefner, Cole","Cole","","Hefner","","",TRUE,"tx","lower",5,"Republican","http://www.house.state.tx.us/photos/members/3505.jpg","2017-01-07 05:53:04.091000","2017-06-01 10:38:25.577000","member",85,"","","",NA,""
"142","TXL000690","Holland, Justin","Justin","","Holland","","",TRUE,"tx","lower",33,"Republican","http://www.house.state.tx.us/photos/members/3205.jpg","2017-01-07 05:53:04.142000","2017-06-01 10:38:26.681000","member",85,"","","",NA,""
"143","TXL000691","Dean, Jay","Jay","","Dean","","",TRUE,"tx","lower",7,"Republican","http://www.house.state.tx.us/photos/members/3515.jpg","2017-01-07 05:53:04.156000","2017-06-01 10:38:26.623000","member",85,"","","",NA,""
"144","TXL000692","Hinojosa, Gina","Gina","","Hinojosa","","",TRUE,"tx","lower",49,"Democratic","http://www.house.state.tx.us/photos/members/3210.jpg","2017-01-07 05:53:04.169000","2017-06-01 10:38:26.679000","member",85,"","","",NA,""
"145","TXL000693","Bailes, Ernest","Ernest","","Bailes","","",TRUE,"tx","lower",18,"Republican","http://www.house.state.tx.us/photos/members/3200.jpg","2017-01-07 05:53:04.179000","2017-06-01 10:38:26.363000","member",85,"","","",NA,""
"146","TXL000694","Swanson, Valoree","Valoree","","Swanson","","",TRUE,"tx","lower",150,"Republican","http://www.house.state.tx.us/photos/members/3425.jpg","2017-01-07 05:53:04.191000","2017-06-01 10:38:26.665000","member",85,"","","",NA,""
"147","TXL000695","Gooden, Lance","Lance","","Gooden","","",TRUE,"tx","lower",4,"Republican","http://www.house.state.tx.us/photos/members/2020.jpg","2017-01-07 05:53:04.217000","2017-06-01 10:38:26.136000","member",85,"","","",NA,""
"148","TXL000696","Cain, Briscoe","Briscoe","","Cain","","",TRUE,"tx","lower",128,"Republican","http://www.house.state.tx.us/photos/members/3265.jpg","2017-01-07 05:53:04.222000","2017-06-01 10:38:26.233000","member",85,"","","",NA,""
"149","TXL000697","Cosper, Scott","Scott","","Cosper","","",TRUE,"tx","lower",54,"Republican","http://www.house.state.tx.us/photos/members/3215.jpg","2017-01-07 05:53:04.263000","2017-06-01 10:38:26.733000","member",85,"","","",NA,""
"150","TXL000698","Uresti, Tomas","Tomas","","Uresti","","",TRUE,"tx","lower",118,"Democratic","http://www.house.state.tx.us/photos/members/3435.jpg","2017-01-07 05:53:04.280000","2017-06-01 10:38:26.002000","member",85,"","","",NA,""
"151","TXL000699","Thierry, Shawn","Shawn","","Thierry","","",TRUE,"tx","lower",146,"Democratic","http://www.house.state.tx.us/photos/members/3390.jpg","2017-01-07 05:53:04.302000","2017-06-01 10:38:26.239000","member",85,"","","",NA,""
"152","TXL000717","Eddie Lucio III","Eddie","","Lucio","III","",TRUE,"tx","lower",38,"Democratic","http://www.house.state.tx.us/photos/members/3610.jpg","2017-01-30 05:42:49.879000","2017-06-01 10:38:26.607000","member",85,"","","",NA,""
"153","TXL000190","Craig Estes","Craig","","Estes","","",TRUE,"tx","upper",30,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1180.jpg","2010-06-19 03:51:42.063000","2017-06-01 10:38:26.268000","member",85,"","","",NA,""
"154","TXL000195","Juan Hinojosa","Juan """"Chuy""""","","Hinojosa","","",TRUE,"tx","upper",20,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1250.jpg","2010-06-19 03:51:42.076000","2017-06-01 10:38:26.808000","member",85,"","","",NA,""
"155","TXL000196","Joan Huffman","Joan","","Huffman","","",TRUE,"tx","upper",17,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1260.jpg","2010-06-19 03:51:42.078000","2017-06-01 10:38:26.752000","member",85,"","","",NA,""
"156","TXL000198","Eddie Lucio, Jr.","Eduardo A. (Eddie)","","Lucio","Jr.","",TRUE,"tx","upper",27,"Democrat","http://www.house.state.tx.us/photos/members/3610.jpg","2010-06-19 03:51:42.083000","2017-06-01 10:38:26.283000","member",85,"","","",NA,""
"157","TXL000198","Eddie Lucio, Jr.","Eduardo A. (Eddie)","","Lucio","Jr.","",TRUE,"tx","upper",27,"Democrat","http://www.house.state.tx.us/photos/members/3610.jpg","2010-06-19 03:51:42.083000","2017-06-01 10:38:26.283000","member",85,"","","",NA,""
"158","TXL000199","Jane Nelson","Jane","","Nelson","","",TRUE,"tx","upper",12,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1450.jpg","2010-06-19 03:51:42.086000","2017-06-01 10:38:26.740000","member",85,"","","",NA,""
"159","TXL000200","Robert Nichols","Robert","","Nichols","","",TRUE,"tx","upper",3,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1400.jpg","2010-06-19 03:51:42.088000","2017-06-01 10:38:26.798000","member",85,"","","",NA,""
"160","TXL000203","Kel Seliger","Kel","","Seliger","","",TRUE,"tx","upper",31,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1460.jpg","2010-06-19 03:51:42.095000","2017-06-01 10:38:26.762000","member",85,"","","",NA,""
"161","TXL000206","Carlos Uresti","Carlos I.","","Uresti","","",TRUE,"tx","upper",19,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1605.jpg","2010-06-19 03:51:42.103000","2017-06-01 10:38:26.767000","member",85,"","","",NA,""
"162","TXL000208","Kirk Watson","Kirk","","Watson","","",TRUE,"tx","upper",14,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1610.jpg","2010-06-19 03:51:42.107000","2017-06-01 10:38:26.769000","member",85,"","","",NA,""
"163","TXL000210","Royce West","Royce","","West","","",TRUE,"tx","upper",23,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1625.jpg","2010-06-19 03:51:42.112000","2017-06-01 10:38:26.772000","member",85,"","","",NA,""
"164","TXL000211","John Whitmire","John","","Whitmire","","",TRUE,"tx","upper",15,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1650.jpg","2010-06-19 03:51:42.115000","2017-06-01 10:38:26.774000","member",85,"","","",NA,""
"165","TXL000213","Judith Zaffirini","Judith","","Zaffirini","","",TRUE,"tx","upper",21,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1700.jpg","2010-06-19 03:51:42.131000","2017-06-01 10:38:26.442000","member",85,"","","",NA,""
"166","TXL000240","Brandon Creighton","Brandon","","Creighton","","",TRUE,"tx","upper",4,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1040.jpg","2010-06-19 03:51:42.210000","2017-06-01 10:38:26.803000","member",85,"","","",NA,""
"167","TXL000271","Kelly Hancock","Kelly","","Hancock","","",TRUE,"tx","upper",9,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1015.jpg","2010-06-19 03:51:42.331000","2017-06-01 10:38:26.805000","member",85,"","","",NA,""
"168","TXL000297","Lois Kolkhorst","Lois W.","","Kolkhorst","","",TRUE,"tx","upper",18,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1105.jpg","2010-06-19 03:51:42.408000","2017-06-01 10:38:26.810000","member",85,"","","",NA,""
"169","TXL000312","José Menéndez","José","","Menéndez","","",TRUE,"tx","upper",26,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/nopicture.jpg","2010-06-19 03:51:42.467000","2017-06-01 10:38:26.641000","member",85,"","","",NA,""
"170","TXL000349","Larry Taylor","Larry","","Taylor","","",TRUE,"tx","upper",11,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1030.jpg","2010-06-19 03:51:42.610000","2017-06-01 10:38:26.764000","member",85,"","","",NA,""
"171","TXL000350","Van Taylor","Van","","Taylor","","",TRUE,"tx","upper",8,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1085.jpg","2010-06-19 03:51:42.613000","2017-06-01 10:38:26.419000","member",85,"","","",NA,""
"172","TXL000364","Brian Birdwell","Brian","","Birdwell","","",TRUE,"tx","upper",22,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1080.jpg","2010-07-17 08:38:47.948000","2017-06-01 10:38:26.747000","member",85,"","","",NA,""
"173","TXL000400","Charles Perry","Charles","","Perry","","",TRUE,"tx","upper",28,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1045.jpg","2011-01-14 22:24:08.416000","2017-06-01 10:38:26.813000","member",85,"","","",NA,""
"174","TXL000405","Charles Schwertner","Charles","","Schwertner","","",TRUE,"tx","upper",5,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1025.jpg","2011-01-14 22:24:08.419000","2017-06-01 10:38:26.760000","member",85,"","","",NA,""
"175","TXL000414","José R. Rodríguez	","José","R.","Rodríguez	","","",TRUE,"tx","upper",29,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1005.jpg","2011-01-14 22:24:08.575000","2017-06-01 10:38:26.815000","member",85,"","","",NA,""
"176","TXL000414","José R. Rodríguez	","José","R.","Rodríguez	","","",TRUE,"tx","upper",29,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1005.jpg","2011-01-14 22:24:08.575000","2017-06-01 10:38:26.815000","member",85,"","","",NA,""
"177","TXL000419","Donna Campbell","Donna","","Campbell","","",TRUE,"tx","upper",25,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1010.jpg","2013-01-09 00:29:35.053000","2017-06-01 10:38:26.288000","member",85,"","","",NA,""
"178","TXL000473","Sylvia R. Garcia","Sylvia R.","","Garcia","","",TRUE,"tx","upper",6,"Democrat","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1035.jpg","2013-03-12 18:18:45.435000","2017-06-01 10:35:57.613000","member",85,"","","",NA,""
"179","TXL000479","Don Huffines","Don","","Huffines","","",TRUE,"tx","upper",16,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1095.jpg","2015-01-14 00:53:27.338000","2017-06-01 10:38:26.432000","member",85,"","","",NA,""
"180","TXL000482","Paul Bettencourt","Paul","","Bettencourt","","",TRUE,"tx","upper",7,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1055.jpg","2015-01-14 00:53:27.393000","2017-06-01 10:38:26.745000","member",85,"","","",NA,""
"181","TXL000487","Konni Burton","Konni","","Burton","","",TRUE,"tx","upper",10,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1090.jpg","2015-01-14 00:53:27.536000","2017-06-01 10:38:26.492000","member",85,"","","",NA,""
"182","TXL000503","Bob Hall","Bob","","Hall","","",TRUE,"tx","upper",2,"Republican","http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1050.jpg","2015-01-14 00:53:27.965000","2017-06-01 10:38:26.801000","member",85,"","","",NA,""
"183","TXL000705","Dawn Buckingham","Dawn","","Buckingham","","",TRUE,"tx","upper",24,"Republican","","2017-01-18 03:03:18.301000","2017-06-01 10:38:26.639000","member",85,"","","",NA,""
"184","TXL000707","Borris L. Miles","Borris L.","","Miles","","",TRUE,"tx","upper",13,"Democrat","","2017-01-18 03:03:18.403000","2017-06-01 10:38:26.414000","member",85,"","","",NA,""
"185","TXL000716","Bryan Hughes","Bryan","","Hughes","","",TRUE,"tx","upper",1,"Republican","","2017-01-27 05:42:08.204000","2017-06-01 10:38:26.497000","member",85,"","","",NA,""
